canonical_counterparty,ai_counterparty_type,rule_based_type,confidence,classification_reason,evidence_terms,manual_review_required
W Berkefeld,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Brandt'S Sons & Co,unknown,merchant,0.0,no rule matched,[],True
W Clewes & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W F Brown,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Hinkes Cay & Co,unknown,merchant,0.0,no rule matched,[],True
W Howell & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W I & H Thompson,unknown,other,0.0,no rule matched,[],True
W Jackson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W Jameson & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Jenkinson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Kendle,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Kindle,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Klein,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W M Crauston,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Mallaliew & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W N De Mattos,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Smee & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W Wilson & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W. & T. Devas & Co,unknown,merchant,0.0,no rule matched,[],True
W. E. Eddison & Co,unknown,merchant,0.0,no rule matched,[],True
W. E. Franks & Son,unknown,other,0.0,no rule matched,[],True
W. Ewart & Son Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
W. H & A Scott,unknown,other,0.0,no rule matched,[],True
W. H. Hindley,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W. H. Laird,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W. H. Partridge & Co,unknown,merchant,0.0,no rule matched,[],True
W. Halford & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W. Hi & Andrew Form,unknown,other,0.0,no rule matched,[],True
W. J. Crook,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W. Mepzstein,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W. Morhimore,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W. Muggeridge & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W. Pickford,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
W. Rattray & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W. Spotten & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W. Vaughan & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W.H. Cox & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W.Ladenburg & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
W.R.Crow & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Walford Fairer & Harrison,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Walford Tainen & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Walhampton & Staffordshire,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Walker Howell & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Wallace Bros & Co Ld,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Walter Howell,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Warre Brothers,merchant_trading_firm,other,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
Washington & Davies,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Welch Margeston & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Weston & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Weston + Laurie,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Wf Moore,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
White & Shaxson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Wienholt Wehmer & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
William Andew & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
William Audlace & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
William Brandt'S Sons & Co,unknown,merchant,0.0,no rule matched,[],True
William Burnside,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
William Chevyt & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
William Clowes & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
William Deacon & Co For The Northampton Union Bank,unknown,commercial_bank,0.0,no rule matched,[],True
William Jackson,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
William Leask,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Williams Deacon'S Bank Ltd,commercial_bank,commercial_bank,0.9,"matched rules: commercial_bank, industrial_or_corporate","[""Bank Limited"", ""joint-stock company suffix""]",False
Williams Meyustein,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Williams Overbury & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Wilson & Bellenger,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
"Wilson, Rose, Graham & Co",unknown,merchant,0.0,no rule matched,[],True
"Wilson, Seward & Swale",individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Wm Andrew & Sons,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Wm Hooten Yates,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Wm Lymington & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Wm Norton Yates Lombard St,unknown,other,0.0,no rule matched,[],True
Wm Oliver & Sons Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
Wm Rivet & Sons Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
Wn De Hacelles,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Woverhamption & Staffordshire Banking Corporation By ?,unknown,commercial_bank,0.0,no rule matched,[],True
Wr Crow & Son,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
X. Balli,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Yeames Lander & Co,individual_or_partnership,merchant,0.55,"short bare name, no firm suffix",[],True
Yokohama Bk Ltd,industrial_or_corporate,merchant,0.3,matched rules: industrial_or_corporate,"[""joint-stock company suffix""]",False
Young Harrison & Bevan,individual_or_partnership,other,0.55,"short bare name, no firm suffix",[],True
Zarifi Brothers & Co,merchant_trading_firm,merchant,0.4,matched rules: merchant_trading_firm,"[""family firm pattern""]",False
